region,data_type,year,month,value
Lake Victoria,runoff,2010,Jan.,4180.696
Lake Victoria,runoff,2011,Jan.,214.773
Lake Victoria,runoff,2012,Jan.,599.497
Lake Victoria,runoff,2013,Jan.,668.83
Lake Victoria,runoff,2014,Jan.,2233.917
Lake Victoria,runoff,2015,Jan.,296.074
Lake Victoria,runoff,2016,Jan.,410.276
Lake Victoria,runoff,2017,Jan.,97.234
Lake Victoria,runoff,2018,Jan.,144.813
Lake Victoria,runoff,2019,Jan.,114.813
Lake Victoria,runoff,2020,Jan.,21.353
Lake Victoria,runoff,2021,Jan.,371.771
Lake Victoria,runoff,2022,Jan.,2.255
Lake Victoria,runoff,2023,Jan.,157.4
Lake Victoria,runoff,2024,Jan.,6.884
Lake Victoria,runoff,2025,Jan.,44.339
Lake Victoria,runoff,2026,Jan.,1439.778
Lake Victoria,runoff,2027,Jan.,20.4
Lake Victoria,runoff,2028,Jan.,31.354
Lake Victoria,runoff,2029,Jan.,256.238
Lake Victoria,runoff,2030,Jan.,290.551
Lake Victoria,runoff,2031,Jan.,41.244
Lake Victoria,runoff,2032,Jan.,0.861
Lake Victoria,runoff,2033,Jan.,9.687
Lake Victoria,runoff,2034,Jan.,83.105
Lake Victoria,runoff,2035,Jan.,8.31
Lake Victoria,runoff,2000,Feb.,
Lake Victoria,runoff,2001,Feb.,306.293
Lake Victoria,runoff,2002,Feb.,104.908
Lake Victoria,runoff,2003,Feb.,175.964
Lake Victoria,runoff,2004,Feb.,107.408
Lake Victoria,runoff,2005,Feb.,263.036
Lake Victoria,runoff,2006,Feb.,54.172
Lake Victoria,runoff,2007,Feb.,894.134
Lake Victoria,runoff,2008,Feb.,140.957
Lake Victoria,runoff,2009,Feb.,372.064
Lake Victoria,runoff,2010,Feb.,196.759
Lake Victoria,runoff,2011,Feb.,166.521
Lake Victoria,runoff,2012,Feb.,467.915
Lake Victoria,runoff,2013,Feb.,3789.189
Lake Victoria,runoff,2014,Feb.,132.014
Lake Victoria,runoff,2015,Feb.,230.908
Lake Victoria,runoff,2016,Feb.,319.276
Lake Victoria,runoff,2017,Feb.,183.162
Lake Victoria,runoff,2018,Feb.,91.66
Lake Victoria,runoff,2019,Feb.,89.373
Lake Victoria,runoff,2020,Feb.,7.899
Lake Victoria,runoff,2021,Feb.,231.333
Lake Victoria,runoff,2022,Feb.,2.679
Lake Victoria,runoff,2023,Feb.,194.884
Lake Victoria,runoff,2024,Feb.,24.05
Lake Victoria,runoff,2025,Feb.,86.841
Lake Victoria,runoff,2026,Feb.,6.48
Lake Victoria,runoff,2027,Feb.,22.778
Lake Victoria,runoff,2028,Feb.,25.81
Lake Victoria,runoff,2029,Feb.,68.734
Lake Victoria,runoff,2030,Feb.,5.835
Lake Victoria,runoff,2031,Feb.,0.625
Lake Victoria,runoff,2032,Feb.,4.31
Lake Victoria,runoff,2033,Feb.,7.496
Lake Victoria,runoff,2034,Feb.,0.23
Lake Victoria,runoff,2035,Feb.,6.443
Lake Victoria,runoff,2000,March,
Lake Victoria,runoff,2001,March,292.853
Lake Victoria,runoff,2002,March,152.357
Lake Victoria,runoff,2003,March,148.024
Lake Victoria,runoff,2004,March,145.405
Lake Victoria,runoff,2005,March,517.948
Lake Victoria,runoff,2006,March,233.57
Lake Victoria,runoff,2007,March,545.109
Lake Victoria,runoff,2008,March,103.402
Lake Victoria,runoff,2009,March,254.392
Lake Victoria,runoff,2010,March,3615.21
Lake Victoria,runoff,2011,March,75.964
Lake Victoria,runoff,2012,March,885.841
Lake Victoria,runoff,2013,March,318.694
Lake Victoria,runoff,2014,March,107.645
Lake Victoria,runoff,2015,March,186.354
Lake Victoria,runoff,2016,March,254.161
Lake Victoria,runoff,2017,March,700.39
Lake Victoria,runoff,2018,March,1766.451
Lake Victoria,runoff,2019,March,71.849
Lake Victoria,runoff,2020,March,14.325
Lake Victoria,runoff,2021,March,116.777
Lake Victoria,runoff,2022,March,149.767
Lake Victoria,runoff,2023,March,83.483
Lake Victoria,runoff,2024,March,19.842
Lake Victoria,runoff,2025,March,43.084
Lake Victoria,runoff,2026,March,259.237
Lake Victoria,runoff,2027,March,3.275
Lake Victoria,runoff,2028,March,568.805
Lake Victoria,runoff,2029,March,8.834
Lake Victoria,runoff,2030,March,5.492
Lake Victoria,runoff,2031,March,0.386
Lake Victoria,runoff,2032,March,2.335
Lake Victoria,runoff,2033,March,62.869
Lake Victoria,runoff,2034,March,179.717
Lake Victoria,runoff,2035,March,5.199
Lake Victoria,runoff,2000,April,
Lake Victoria,runoff,2001,April,1989.319
Lake Victoria,runoff,2002,April,2595.307
Lake Victoria,runoff,2003,April,364.632
Lake Victoria,runoff,2004,April,536.638
Lake Victoria,runoff,2005,April,154.614
Lake Victoria,runoff,2006,April,237.903
Lake Victoria,runoff,2007,April,437.471
Lake Victoria,runoff,2008,April,414.644
Lake Victoria,runoff,2009,April,1667.387
Lake Victoria,runoff,2010,April,3310.798
Lake Victoria,runoff,2011,April,1847.278
Lake Victoria,runoff,2012,April,1030.109
Lake Victoria,runoff,2013,April,2998.293
Lake Victoria,runoff,2014,April,1312.623
Lake Victoria,runoff,2015,April,1968.771
Lake Victoria,runoff,2016,April,2483.891
Lake Victoria,runoff,2017,April,204.556
Lake Victoria,runoff,2018,April,263.923
Lake Victoria,runoff,2019,April,86.705
Lake Victoria,runoff,2020,April,590.378
Lake Victoria,runoff,2021,April,28.763
Lake Victoria,runoff,2022,April,46.288
Lake Victoria,runoff,2023,April,44.181
Lake Victoria,runoff,2024,April,88.472
Lake Victoria,runoff,2025,April,474.751
Lake Victoria,runoff,2026,April,708.806
Lake Victoria,runoff,2027,April,272.714
Lake Victoria,runoff,2028,April,40.763
Lake Victoria,runoff,2029,April,798.847
Lake Victoria,runoff,2030,April,116.852
Lake Victoria,runoff,2031,April,152.401
Lake Victoria,runoff,2032,April,939.541
Lake Victoria,runoff,2033,April,7.527
Lake Victoria,runoff,2034,April,29.257
Lake Victoria,runoff,2035,April,245.87
Lake Victoria,runoff,2000,May,
Lake Victoria,runoff,2001,May,1755.369
Lake Victoria,runoff,2002,May,2399.329
Lake Victoria,runoff,2003,May,5488.226
Lake Victoria,runoff,2004,May,4628.086
Lake Victoria,runoff,2005,May,2845.187
Lake Victoria,runoff,2006,May,578.209
Lake Victoria,runoff,2007,May,499.979
Lake Victoria,runoff,2008,May,353.6
Lake Victoria,runoff,2009,May,5411.223
Lake Victoria,runoff,2010,May,3275.131
Lake Victoria,runoff,2011,May,2738.749
Lake Victoria,runoff,2012,May,2414.359
Lake Victoria,runoff,2013,May,3586.94
Lake Victoria,runoff,2014,May,86.937
Lake Victoria,runoff,2015,May,1954.855
Lake Victoria,runoff,2016,May,3569.624
Lake Victoria,runoff,2017,May,4547.758
Lake Victoria,runoff,2018,May,3754.558
Lake Victoria,runoff,2019,May,406.027
Lake Victoria,runoff,2020,May,3.635
Lake Victoria,runoff,2021,May,671.154
Lake Victoria,runoff,2022,May,11.85
Lake Victoria,runoff,2023,May,32.78
Lake Victoria,runoff,2024,May,7.321
Lake Victoria,runoff,2025,May,148.211
Lake Victoria,runoff,2026,May,19.102
Lake Victoria,runoff,2027,May,66.019
Lake Victoria,runoff,2028,May,648.736
Lake Victoria,runoff,2029,May,52.261
Lake Victoria,runoff,2030,May,2.817
Lake Victoria,runoff,2031,May,248.438
Lake Victoria,runoff,2032,May,1599.826
Lake Victoria,runoff,2033,May,29.994
Lake Victoria,runoff,2034,May,98.258
Lake Victoria,runoff,2035,May,32.876
Lake Victoria,runoff,2000,June,
Lake Victoria,runoff,2001,June,412.93
Lake Victoria,runoff,2002,June,433.905
Lake Victoria,runoff,2003,June,552.531
Lake Victoria,runoff,2004,June,405.413
Lake Victoria,runoff,2005,June,612.442
Lake Victoria,runoff,2006,June,690.305
Lake Victoria,runoff,2007,June,4596.516
Lake Victoria,runoff,2008,June,385.838
Lake Victoria,runoff,2009,June,1532.576
Lake Victoria,runoff,2010,June,616.145
Lake Victoria,runoff,2011,June,456.878
Lake Victoria,runoff,2012,June,701.995
Lake Victoria,runoff,2013,June,682.525
Lake Victoria,runoff,2014,June,313.694
Lake Victoria,runoff,2015,June,2600.597
Lake Victoria,runoff,2016,June,391.897
Lake Victoria,runoff,2017,June,286.744
Lake Victoria,runoff,2018,June,662.509
Lake Victoria,runoff,2019,June,961.334
Lake Victoria,runoff,2020,June,3.67
Lake Victoria,runoff,2021,June,190.223
Lake Victoria,runoff,2022,June,0.672
Lake Victoria,runoff,2023,June,345.758
Lake Victoria,runoff,2024,June,5.753
Lake Victoria,runoff,2025,June,102.533
Lake Victoria,runoff,2026,June,18.324
Lake Victoria,runoff,2027,June,1.39
Lake Victoria,runoff,2028,June,62.341
Lake Victoria,runoff,2029,June,40.622
Lake Victoria,runoff,2030,June,2.202
Lake Victoria,runoff,2031,June,0.442
Lake Victoria,runoff,2032,June,1.82
Lake Victoria,runoff,2033,June,0.099
Lake Victoria,runoff,2034,June,33.614
Lake Victoria,runoff,2035,June,5.738
Lake Victoria,runoff,2000,July,
Lake Victoria,runoff,2001,July,403.724
Lake Victoria,runoff,2002,July,343.329
Lake Victoria,runoff,2003,July,580.621
Lake Victoria,runoff,2004,July,256.796
Lake Victoria,runoff,2005,July,312.984
Lake Victoria,runoff,2006,July,404.299
Lake Victoria,runoff,2007,July,568.233
Lake Victoria,runoff,2008,July,284.924
Lake Victoria,runoff,2009,July,693.472
Lake Victoria,runoff,2010,July,491.27
Lake Victoria,runoff,2011,July,532.411
Lake Victoria,runoff,2012,July,752.257
Lake Victoria,runoff,2013,July,536.897
Lake Victoria,runoff,2014,July,162.593
Lake Victoria,runoff,2015,July,435.65
Lake Victoria,runoff,2016,July,307.972
Lake Victoria,runoff,2017,July,266.148
Lake Victoria,runoff,2018,July,590.362
Lake Victoria,runoff,2019,July,472.628
Lake Victoria,runoff,2020,July,1.852
Lake Victoria,runoff,2021,July,9.579
Lake Victoria,runoff,2022,July,0.526
Lake Victoria,runoff,2023,July,28.983
Lake Victoria,runoff,2024,July,4.475
Lake Victoria,runoff,2025,July,34.485
Lake Victoria,runoff,2026,July,14.153
Lake Victoria,runoff,2027,July,7.552
Lake Victoria,runoff,2028,July,48.954
Lake Victoria,runoff,2029,July,31.952
Lake Victoria,runoff,2030,July,1.723
Lake Victoria,runoff,2031,July,0.107
Lake Victoria,runoff,2032,July,1.428
Lake Victoria,runoff,2033,July,0.078
Lake Victoria,runoff,2034,July,26.441
Lake Victoria,runoff,2035,July,2.567
Lake Victoria,runoff,2000,Aug.,
Lake Victoria,runoff,2001,Aug.,237.401
Lake Victoria,runoff,2002,Aug.,630.093
Lake Victoria,runoff,2003,Aug.,355.257
Lake Victoria,runoff,2004,Aug.,212.685
Lake Victoria,runoff,2005,Aug.,275.394
Lake Victoria,runoff,2006,Aug.,320.252
Lake Victoria,runoff,2007,Aug.,1352.084
Lake Victoria,runoff,2008,Aug.,344.405
Lake Victoria,runoff,2009,Aug.,298.526
Lake Victoria,runoff,2010,Aug.,463.178
Lake Victoria,runoff,2011,Aug.,452.395
Lake Victoria,runoff,2012,Aug.,528.824
Lake Victoria,runoff,2013,Aug.,526.989
Lake Victoria,runoff,2014,Aug.,136.006
Lake Victoria,runoff,2015,Aug.,443.945
Lake Victoria,runoff,2016,Aug.,252.868
Lake Victoria,runoff,2017,Aug.,229.227
Lake Victoria,runoff,2018,Aug.,479.873
Lake Victoria,runoff,2019,Aug.,187.474
Lake Victoria,runoff,2020,Aug.,1.445
Lake Victoria,runoff,2021,Aug.,7.628
Lake Victoria,runoff,2022,Aug.,0.699
Lake Victoria,runoff,2023,Aug.,56.111
Lake Victoria,runoff,2024,Aug.,3.487
Lake Victoria,runoff,2025,Aug.,4.462
Lake Victoria,runoff,2026,Aug.,11.044
Lake Victoria,runoff,2027,Aug.,1.001
Lake Victoria,runoff,2028,Aug.,38.021
Lake Victoria,runoff,2029,Aug.,24.944
Lake Victoria,runoff,2030,Aug.,1.582
Lake Victoria,runoff,2031,Aug.,4.978
Lake Victoria,runoff,2032,Aug.,1.114
Lake Victoria,runoff,2033,Aug.,0.062
Lake Victoria,runoff,2034,Aug.,28.386
Lake Victoria,runoff,2035,Aug.,1.488
Lake Victoria,runoff,2000,Sept.,1434.269
Lake Victoria,runoff,2001,Sept.,194.072
Lake Victoria,runoff,2002,Sept.,236.119
Lake Victoria,runoff,2003,Sept.,288.152
Lake Victoria,runoff,2004,Sept.,163.45
Lake Victoria,runoff,2005,Sept.,175.451
Lake Victoria,runoff,2006,Sept.,375.822
Lake Victoria,runoff,2007,Sept.,512.271
Lake Victoria,runoff,2008,Sept.,296.885
Lake Victoria,runoff,2009,Sept.,233.944
Lake Victoria,runoff,2010,Sept.,347.372
Lake Victoria,runoff,2011,Sept.,532.012
Lake Victoria,runoff,2012,Sept.,519.32
Lake Victoria,runoff,2013,Sept.,383.119
Lake Victoria,runoff,2014,Sept.,994.009
Lake Victoria,runoff,2015,Sept.,290.841
Lake Victoria,runoff,2016,Sept.,187.74
Lake Victoria,runoff,2017,Sept.,1336.878
Lake Victoria,runoff,2018,Sept.,467.192
Lake Victoria,runoff,2019,Sept.,688.122
Lake Victoria,runoff,2020,Sept.,1.209
Lake Victoria,runoff,2021,Sept.,5.847
Lake Victoria,runoff,2022,Sept.,2.103
Lake Victoria,runoff,2023,Sept.,17.358
Lake Victoria,runoff,2024,Sept.,2.745
Lake Victoria,runoff,2025,Sept.,3.49
Lake Victoria,runoff,2026,Sept.,8.647
Lake Victoria,runoff,2027,Sept.,0.474
Lake Victoria,runoff,2028,Sept.,40.085
Lake Victoria,runoff,2029,Sept.,22.076
Lake Victoria,runoff,2030,Sept.,25.138
Lake Victoria,runoff,2031,Sept.,0.076
Lake Victoria,runoff,2032,Sept.,0.869
Lake Victoria,runoff,2033,Sept.,0.409
Lake Victoria,runoff,2034,Sept.,26.732
Lake Victoria,runoff,2035,Sept.,183.906
Lake Victoria,runoff,2000,Oct.,1447.993
Lake Victoria,runoff,2001,Oct.,231.199
Lake Victoria,runoff,2002,Oct.,186.145
Lake Victoria,runoff,2003,Oct.,217.749
Lake Victoria,runoff,2004,Oct.,353.128
Lake Victoria,runoff,2005,Oct.,152.065
Lake Victoria,runoff,2006,Oct.,433.387
Lake Victoria,runoff,2007,Oct.,710.612
Lake Victoria,runoff,2008,Oct.,334.566
Lake Victoria,runoff,2009,Oct.,183.78
Lake Victoria,runoff,2010,Oct.,239.886
Lake Victoria,runoff,2011,Oct.,549.508
Lake Victoria,runoff,2012,Oct.,318.49
Lake Victoria,runoff,2013,Oct.,710.03
Lake Victoria,runoff,2014,Oct.,237.963
Lake Victoria,runoff,2015,Oct.,248.786
Lake Victoria,runoff,2016,Oct.,206.987
Lake Victoria,runoff,2017,Oct.,122.52
Lake Victoria,runoff,2018,Oct.,239.752
Lake Victoria,runoff,2019,Oct.,2123.547
Lake Victoria,runoff,2020,Oct.,2.644
Lake Victoria,runoff,2021,Oct.,4.607
Lake Victoria,runoff,2022,Oct.,0.247
Lake Victoria,runoff,2023,Oct.,13.569
Lake Victoria,runoff,2024,Oct.,6.675
Lake Victoria,runoff,2025,Oct.,2.738
Lake Victoria,runoff,2026,Oct.,6.854
Lake Victoria,runoff,2027,Oct.,222.214
Lake Victoria,runoff,2028,Oct.,23.649
Lake Victoria,runoff,2029,Oct.,23.941
Lake Victoria,runoff,2030,Oct.,7.166
Lake Victoria,runoff,2031,Oct.,0.07
Lake Victoria,runoff,2032,Oct.,0.723
Lake Victoria,runoff,2033,Oct.,0.336
Lake Victoria,runoff,2034,Oct.,16.789
Lake Victoria,runoff,2035,Oct.,2.058
Lake Victoria,runoff,2000,Nov.,2200.189
Lake Victoria,runoff,2001,Nov.,2391.339
Lake Victoria,runoff,2002,Nov.,258.046
Lake Victoria,runoff,2003,Nov.,206.383
Lake Victoria,runoff,2004,Nov.,476.42
Lake Victoria,runoff,2005,Nov.,117.135
Lake Victoria,runoff,2006,Nov.,1819.608
Lake Victoria,runoff,2007,Nov.,239.409
Lake Victoria,runoff,2008,Nov.,278.419
Lake Victoria,runoff,2009,Nov.,247.742
Lake Victoria,runoff,2010,Nov.,200.816
Lake Victoria,runoff,2011,Nov.,527.235
Lake Victoria,runoff,2012,Nov.,4935.878
Lake Victoria,runoff,2013,Nov.,242.589
Lake Victoria,runoff,2014,Nov.,407.075
Lake Victoria,runoff,2015,Nov.,1525.962
Lake Victoria,runoff,2016,Nov.,116.404
Lake Victoria,runoff,2017,Nov.,104.384
Lake Victoria,runoff,2018,Nov.,221.769
Lake Victoria,runoff,2019,Nov.,1196.17
Lake Victoria,runoff,2020,Nov.,24.777
Lake Victoria,runoff,2021,Nov.,3.586
Lake Victoria,runoff,2022,Nov.,4.443
Lake Victoria,runoff,2023,Nov.,10.691
Lake Victoria,runoff,2024,Nov.,4.015
Lake Victoria,runoff,2025,Nov.,2.642
Lake Victoria,runoff,2026,Nov.,5.323
Lake Victoria,runoff,2027,Nov.,3.925
Lake Victoria,runoff,2028,Nov.,300.321
Lake Victoria,runoff,2029,Nov.,12.148
Lake Victoria,runoff,2030,Nov.,1.006
Lake Victoria,runoff,2031,Nov.,170.53
Lake Victoria,runoff,2032,Nov.,3.474
Lake Victoria,runoff,2033,Nov.,2.148
Lake Victoria,runoff,2034,Nov.,15.34
Lake Victoria,runoff,2035,Nov.,12.265
Lake Victoria,runoff,2000,Dec.,972.481
Lake Victoria,runoff,2001,Dec.,241.274
Lake Victoria,runoff,2002,Dec.,149.666
Lake Victoria,runoff,2003,Dec.,285.812
Lake Victoria,runoff,2004,Dec.,206.344
Lake Victoria,runoff,2005,Dec.,94.357
Lake Victoria,runoff,2006,Dec.,1454.517
Lake Victoria,runoff,2007,Dec.,189.937
Lake Victoria,runoff,2008,Dec.,447.077
Lake Victoria,runoff,2009,Dec.,201.46
Lake Victoria,runoff,2010,Dec.,237.326
Lake Victoria,runoff,2011,Dec.,1681.41
Lake Victoria,runoff,2012,Dec.,649.437
Lake Victoria,runoff,2013,Dec.,201.509
Lake Victoria,runoff,2014,Dec.,2313.835
Lake Victoria,runoff,2015,Dec.,557.881
Lake Victoria,runoff,2016,Dec.,494.747
Lake Victoria,runoff,2017,Dec.,1060.44
Lake Victoria,runoff,2018,Dec.,149.17
Lake Victoria,runoff,2019,Dec.,3227.697
Lake Victoria,runoff,2020,Dec.,74.111
Lake Victoria,runoff,2021,Dec.,2.841
Lake Victoria,runoff,2022,Dec.,682.708
Lake Victoria,runoff,2023,Dec.,9.29
Lake Victoria,runoff,2024,Dec.,138.72
Lake Victoria,runoff,2025,Dec.,9.059
Lake Victoria,runoff,2026,Dec.,12.654
Lake Victoria,runoff,2027,Dec.,1231.059
Lake Victoria,runoff,2028,Dec.,74.394
Lake Victoria,runoff,2029,Dec.,27.437
Lake Victoria,runoff,2030,Dec.,600.132
Lake Victoria,runoff,2031,Dec.,11.88
Lake Victoria,runoff,2032,Dec.,34.499
Lake Victoria,runoff,2033,Dec.,5.375
Lake Victoria,runoff,2034,Dec.,10.607
Lake Victoria,runoff,2035,Dec.,969.972
Simiyu,runoff,2000,Jan.,
Simiyu,runoff,2001,Jan.,118.059
Simiyu,runoff,2002,Jan.,139.654
Simiyu,runoff,2003,Jan.,234.731
Simiyu,runoff,2004,Jan.,6.264
Simiyu,runoff,2005,Jan.,201.268
Simiyu,runoff,2006,Jan.,0.159
Simiyu,runoff,2007,Jan.,102.887
Simiyu,runoff,2008,Jan.,1.606
Simiyu,runoff,2009,Jan.,23.075
Simiyu,runoff,2010,Jan.,1141.776
Simiyu,runoff,2011,Jan.,7.69
Simiyu,runoff,2012,Jan.,0.005
Simiyu,runoff,2013,Jan.,157.581
Simiyu,runoff,2014,Jan.,171.957
Simiyu,runoff,2015,Jan.,6.609
Simiyu,runoff,2016,Jan.,0.603
Simiyu,runoff,2017,Jan.,2.863
Simiyu,runoff,2018,Jan.,32.258
Simiyu,runoff,2019,Jan.,2.979
Simiyu,runoff,2020,Jan.,21.353
Simiyu,runoff,2021,Jan.,371.771
Simiyu,runoff,2022,Jan.,2.255
Simiyu,runoff,2023,Jan.,157.4
Simiyu,runoff,2024,Jan.,6.884
Simiyu,runoff,2025,Jan.,44.339
Simiyu,runoff,2026,Jan.,1439.778
Simiyu,runoff,2027,Jan.,20.4
Simiyu,runoff,2028,Jan.,31.354
Simiyu,runoff,2029,Jan.,256.238
Simiyu,runoff,2030,Jan.,290.551
Simiyu,runoff,2031,Jan.,41.244
Simiyu,runoff,2032,Jan.,0.861
Simiyu,runoff,2033,Jan.,9.687
Simiyu,runoff,2034,Jan.,83.105
Simiyu,runoff,2035,Jan.,8.31
Simiyu,runoff,red values = projected (climate change),Jan.,
Simiyu,runoff,2000,Feb.,
Simiyu,runoff,2001,Feb.,59.51
Simiyu,runoff,2002,Feb.,14.773
Simiyu,runoff,2003,Feb.,13.353
Simiyu,runoff,2004,Feb.,1.176
Simiyu,runoff,2005,Feb.,156.785
Simiyu,runoff,2006,Feb.,0.123
Simiyu,runoff,2007,Feb.,131.043
Simiyu,runoff,2008,Feb.,11.801
Simiyu,runoff,2009,Feb.,67.145
Simiyu,runoff,2010,Feb.,1.374
Simiyu,runoff,2011,Feb.,10.27
Simiyu,runoff,2012,Feb.,0.298
Simiyu,runoff,2013,Feb.,38.922
Simiyu,runoff,2014,Feb.,1.316
Simiyu,runoff,2015,Feb.,0.097
Simiyu,runoff,2016,Feb.,1.055
Simiyu,runoff,2017,Feb.,2.357
Simiyu,runoff,2018,Feb.,0.075
Simiyu,runoff,2019,Feb.,2.272
Simiyu,runoff,2020,Feb.,7.899
Simiyu,runoff,2021,Feb.,231.333
Simiyu,runoff,2022,Feb.,2.679
Simiyu,runoff,2023,Feb.,194.884
Simiyu,runoff,2024,Feb.,24.05
Simiyu,runoff,2025,Feb.,86.841
Simiyu,runoff,2026,Feb.,6.48
Simiyu,runoff,2027,Feb.,22.778
Simiyu,runoff,2028,Feb.,25.81
Simiyu,runoff,2029,Feb.,68.734
Simiyu,runoff,2030,Feb.,5.835
Simiyu,runoff,2031,Feb.,0.625
Simiyu,runoff,2032,Feb.,4.31
Simiyu,runoff,2033,Feb.,7.496
Simiyu,runoff,2034,Feb.,0.23
Simiyu,runoff,2035,Feb.,6.443
Simiyu,runoff,red values = projected (climate change),Feb.,
Simiyu,runoff,2000,March,
Simiyu,runoff,2001,March,52.898
Simiyu,runoff,2002,March,252.567
Simiyu,runoff,2003,March,13.725
Simiyu,runoff,2004,March,2.883
Simiyu,runoff,2005,March,74.217
Simiyu,runoff,2006,March,64.423
Simiyu,runoff,2007,March,34.379
Simiyu,runoff,2008,March,7.848
Simiyu,runoff,2009,March,28.885
Simiyu,runoff,2010,March,183.169
Simiyu,runoff,2011,March,0.653
Simiyu,runoff,2012,March,362.728
Simiyu,runoff,2013,March,3.881
Simiyu,runoff,2014,March,1.487
Simiyu,runoff,2015,March,0.101
Simiyu,runoff,2016,March,0.812
Simiyu,runoff,2017,March,30.145
Simiyu,runoff,2018,March,94.566
Simiyu,runoff,2019,March,1.864
Simiyu,runoff,2020,March,14.325
Simiyu,runoff,2021,March,116.777
Simiyu,runoff,2022,March,149.767
Simiyu,runoff,2023,March,83.483
Simiyu,runoff,2024,March,19.842
Simiyu,runoff,2025,March,43.084
Simiyu,runoff,2026,March,259.237
Simiyu,runoff,2027,March,3.275
Simiyu,runoff,2028,March,568.805
Simiyu,runoff,2029,March,8.834
Simiyu,runoff,2030,March,5.492
Simiyu,runoff,2031,March,0.386
Simiyu,runoff,2032,March,2.335
Simiyu,runoff,2033,March,62.869
Simiyu,runoff,2034,March,179.717
Simiyu,runoff,2035,March,5.199
Simiyu,runoff,red values = projected (climate change),March,
Simiyu,runoff,2000,April,
Simiyu,runoff,2001,April,314.243
Simiyu,runoff,2002,April,11.538
Simiyu,runoff,2003,April,778.762
Simiyu,runoff,2004,April,422.514
Simiyu,runoff,2005,April,9.437
Simiyu,runoff,2006,April,20.054
Simiyu,runoff,2007,April,15.316
Simiyu,runoff,2008,April,64.768
Simiyu,runoff,2009,April,311.192
Simiyu,runoff,2010,April,567.745
Simiyu,runoff,2011,April,184.712
Simiyu,runoff,2012,April,18.388
Simiyu,runoff,2013,April,584.825
Simiyu,runoff,2014,April,51.097
Simiyu,runoff,2015,April,99.991
Simiyu,runoff,2016,April,657.011
Simiyu,runoff,2017,April,2.014
Simiyu,runoff,2018,April,16.441
Simiyu,runoff,2019,April,97.824
Simiyu,runoff,2020,April,590.378
Simiyu,runoff,2021,April,28.763
Simiyu,runoff,2022,April,46.288
Simiyu,runoff,2023,April,44.181
Simiyu,runoff,2024,April,88.472
Simiyu,runoff,2025,April,474.751
Simiyu,runoff,2026,April,708.806
Simiyu,runoff,2027,April,272.714
Simiyu,runoff,2028,April,40.763
Simiyu,runoff,2029,April,798.847
Simiyu,runoff,2030,April,116.852
Simiyu,runoff,2031,April,152.401
Simiyu,runoff,2032,April,939.541
Simiyu,runoff,2033,April,7.527
Simiyu,runoff,2034,April,29.257
Simiyu,runoff,2035,April,245.87
Simiyu,runoff,red values = projected (climate change),April,
Simiyu,runoff,2000,May,
Simiyu,runoff,2001,May,32.997
Simiyu,runoff,2002,May,1411.182
Simiyu,runoff,2003,May,1114.898
Simiyu,runoff,2004,May,0.529
Simiyu,runoff,2005,May,571.612
Simiyu,runoff,2006,May,8.317
Simiyu,runoff,2007,May,10.33
Simiyu,runoff,2008,May,0.547
Simiyu,runoff,2009,May,109.962
Simiyu,runoff,2010,May,0.661
Simiyu,runoff,2011,May,38.153
Simiyu,runoff,2012,May,594.783
Simiyu,runoff,2013,May,11.723
Simiyu,runoff,2014,May,0.625
Simiyu,runoff,2015,May,222.797
Simiyu,runoff,2016,May,1430.984
Simiyu,runoff,2017,May,22.251
Simiyu,runoff,2018,May,74.012
Simiyu,runoff,2019,May,27.258
Simiyu,runoff,2020,May,3.635
Simiyu,runoff,2021,May,671.154
Simiyu,runoff,2022,May,11.85
Simiyu,runoff,2023,May,32.78
Simiyu,runoff,2024,May,7.321
Simiyu,runoff,2025,May,148.211
Simiyu,runoff,2026,May,19.102
Simiyu,runoff,2027,May,66.019
Simiyu,runoff,2028,May,648.736
Simiyu,runoff,2029,May,52.261
Simiyu,runoff,2030,May,2.817
Simiyu,runoff,2031,May,248.438
Simiyu,runoff,2032,May,1599.826
Simiyu,runoff,2033,May,29.994
Simiyu,runoff,2034,May,98.258
Simiyu,runoff,2035,May,32.876
Simiyu,runoff,red values = projected (climate change),May,
Simiyu,runoff,2000,June,
Simiyu,runoff,2001,June,21.632
Simiyu,runoff,2002,June,88.245
Simiyu,runoff,2003,June,5.008
Simiyu,runoff,2004,June,0.605
Simiyu,runoff,2005,June,158.413
Simiyu,runoff,2006,June,0.046
Simiyu,runoff,2007,June,52.88
Simiyu,runoff,2008,June,0.411
Simiyu,runoff,2009,June,40.95
Simiyu,runoff,2010,June,0.031
Simiyu,runoff,2011,June,0.013
Simiyu,runoff,2012,June,25.712
Simiyu,runoff,2013,June,8.941
Simiyu,runoff,2014,June,0.483
Simiyu,runoff,2015,June,0.055
Simiyu,runoff,2016,June,0.001
Simiyu,runoff,2017,June,0.0
Simiyu,runoff,2018,June,15.478
Simiyu,runoff,2019,June,0.836
Simiyu,runoff,2020,June,3.67
Simiyu,runoff,2021,June,190.223
Simiyu,runoff,2022,June,0.672
Simiyu,runoff,2023,June,345.758
Simiyu,runoff,2024,June,5.753
Simiyu,runoff,2025,June,102.533
Simiyu,runoff,2026,June,18.324
Simiyu,runoff,2027,June,1.39
Simiyu,runoff,2028,June,62.341
Simiyu,runoff,2029,June,40.622
Simiyu,runoff,2030,June,2.202
Simiyu,runoff,2031,June,0.442
